neighbourhood,room_type,accommodates,bedrooms,beds,price,availability_30,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,3,1,1,275,21,11,95,f,flexible,2.95
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,1,1,1,159,0,1,100,f,strict,0.06
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,97,0,2,90,f,strict,0.33
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,4,1,2,110,3,1,100,f,flexible,1
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,2,1,1,100,8,3,93,f,flexible,0.75
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,1,1,1,99,30,22,96,f,moderate,0.91
"Kalorama Heights, Adams Morgan, Lanier Heights",Shared room,1,1,1,80,29,68,94,f,moderate,2.07
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,2,1,1,110,25,10,96,f,flexible,1.82
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,2,1,1,95,14,11,98,f,strict,2.08
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,4,1,2,95,26,46,89,f,moderate,0.63
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,159,20,12,95,f,moderate,0.23
"Kalorama Heights, Adams Morgan, Lanier Heights",Shared room,1,1,1,90,18,77,95,f,flexible,3.52
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,1,1,1,89,0,13,94,f,strict,0.84
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,1,1,1,60,22,1,80,f,flexible,1
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,3,1,1,99,0,1,80,f,moderate,0.07
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,125,17,3,93,f,strict,0.17
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,2,1,1,109,25,22,98,f,strict,3.37
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,4,1,2,185,27,2,60,f,flexible,1.87
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,2,1,1,90,8,67,97,f,moderate,1.78
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,3,1,2,209,1,9,100,f,strict,1.49
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,3,1,1,139,0,9,100,f,strict,0.55
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,3,1,1,120,2,21,97,f,strict,1.58
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,110,0,8,88,f,flexible,1.04
"Kalorama Heights, Adams Morgan, Lanier Heights",Shared room,1,1,1,55,14,7,100,f,moderate,4.38
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,1,1,1,78,0,20,100,f,moderate,0.51
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,3,1,1,139,0,17,94,f,moderate,1.34
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,2,1,1,85,9,18,93,f,strict,1.53
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,4,1,1,100,0,1,80,f,strict,0.17
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,80,10,19,88,f,moderate,0.86
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,3,1,1,105,8,3,100,f,flexible,1
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,3,1,1,125,0,4,95,f,moderate,0.28
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,5,1,3,275,3,9,93,f,strict,0.43
"Kalorama Heights, Adams Morgan, Lanier Heights",Shared room,1,1,1,79,0,1,100,f,moderate,0.06
"Kalorama Heights, Adams Morgan, Lanier Heights",Shared room,1,1,1,45,19,39,95,f,moderate,0.54
"Kalorama Heights, Adams Morgan, Lanier Heights",Shared room,2,1,1,80,28,9,100,f,moderate,3.33
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,120,6,6,97,f,strict,3.4
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,117,0,5,96,f,moderate,1.07
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,125,0,8,95,f,flexible,0.56
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,4,1,1,85,0,3,100,f,moderate,0.29
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,2,135,24,39,90,f,flexible,1.67
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,2,1,1,99,19,9,98,f,moderate,0.75
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,150,22,12,98,f,moderate,2.12
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,2,1,1,85,0,9,89,f,flexible,2.08
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,125,0,1,94,f,flexible,0.04
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,83,6,3,100,f,flexible,1.14
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,2,1,1,70,17,14,95,f,moderate,4.29
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,2,1,1,72,3,4,75,f,flexible,4
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,3,1,1,165,0,50,95,f,strict,0.75
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,1,1,1,89,0,5,100,f,strict,0.36
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,130,2,4,90,f,moderate,0.33
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,150,2,4,100,f,moderate,0.98
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,4,1,2,125,19,49,83,t,flexible,3.33
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,105,0,3,87,f,flexible,0.2
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,2,1,1,105,8,34,90,f,flexible,5.64
"Kalorama Heights, Adams Morgan, Lanier Heights",Shared room,2,1,1,51,13,87,87,f,moderate,3.25
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,110,0,38,90,f,flexible,1.92
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,209,29,7,89,f,super_strict_30,0.14
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,3,1,1,100,10,1,100,f,moderate,1
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,3,1,1,102,0,3,90,f,flexible,0.99
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,120,2,4,90,f,moderate,0.34
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,2,1,1,80,17,15,100,f,flexible,6.34
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,3,1,1,120,0,10,84,f,moderate,0.45
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,3,1,1,99,4,15,92,f,moderate,1.23
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,1,1,1,72,8,110,95,f,moderate,1.87
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,4,1,1,125,0,8,100,f,moderate,1.4
"Kalorama Heights, Adams Morgan, Lanier Heights",Private room,2,1,1,150,13,8,98,f,flexible,3.24
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,4,1,1,155,0,14,90,f,moderate,0.45
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,4,1,1,110,13,57,96,f,strict,4.32
"Kalorama Heights, Adams Morgan, Lanier Heights",Entire home/apt,2,1,1,130,0,4,95,f,moderate,1.11
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,2,99,0,35,94,f,moderate,1.6
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,1,1,1,68,23,27,96,f,moderate,4.97
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,80,0,6,100,f,moderate,1.29
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,75,25,10,98,f,strict,1.8
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,4,1,1,99,6,3,100,t,flexible,0.52
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,4,1,3,85,9,35,95,f,moderate,4.82
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,115,0,1,100,f,flexible,0.23
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,1,1,1,80,16,8,88,f,moderate,0.67
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,1,1,1,40,30,1,100,f,strict,0.48
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Shared room,1,1,1,47,27,3,100,f,flexible,3
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,95,0,2,90,f,flexible,0.4
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,5,1,4,150,13,44,91,f,strict,4.75
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,50,3,47,97,t,moderate,3.35
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Shared room,1,1,1,25,9,2,80,f,strict,0.23
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,90,11,6,97,t,flexible,2.77
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,65,0,41,94,f,flexible,4.26
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,3,1,2,89,8,13,83,f,strict,0.76
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,85,29,5,100,f,moderate,0.86
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,100,9,6,97,f,moderate,0.68
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,3,1,1,85,13,51,95,f,moderate,4.29
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,1,1,1,50,6,1,100,f,flexible,0.86
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,88,0,11,100,f,moderate,1.73
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,1,109,10,40,99,f,moderate,6.19
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,117,0,1,100,f,flexible,0.48
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,89,2,169,97,f,strict,3.28
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,3,1,1,50,22,1,100,f,flexible,0.11
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,2,150,20,11,84,f,strict,2.32
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,90,30,1,100,f,moderate,0.34
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,104,5,44,91,f,flexible,2.98
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,2,115,0,59,99,f,moderate,3.37
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,75,0,1,100,f,flexible,0.58
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,1,112,6,53,90,f,moderate,2.89
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,3,1,1,149,0,7,100,f,flexible,0.41
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,3,200,30,1,80,f,flexible,0.07
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,2,120,0,4,100,f,flexible,0.23
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,2,110,13,1,100,f,flexible,1
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,3,1,1,122,4,69,90,f,strict,6.2
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,60,11,6,87,f,flexible,2.81
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,125,30,14,90,t,strict,0.51
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,168,20,14,99,f,flexible,2.13
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,75,5,114,98,t,moderate,5.21
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,1,1,1,82,0,28,96,f,moderate,0.56
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,72,18,45,83,f,strict,1.29
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,95,0,43,99,f,strict,6.03
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,4,1,2,145,30,18,79,t,strict,0.6
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,60,1,250,96,f,moderate,6.7
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,70,30,4,93,f,moderate,0.1
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,2,75,26,17,93,t,flexible,0.98
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,65,0,93,95,f,moderate,1.87
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,75,3,68,90,f,flexible,3.29
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,2,98,6,4,80,f,moderate,3.53
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,1,1,1,65,13,7,97,f,moderate,2.1
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,89,0,59,99,f,strict,3.29
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,60,0,4,95,f,flexible,1.6
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,4,1,2,79,13,33,94,f,strict,2.54
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,60,7,1,100,f,moderate,1
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,89,17,61,94,f,moderate,4.35
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,55,0,3,87,f,strict,0.77
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,3,1,1,100,4,3,93,t,moderate,3
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Shared room,2,1,1,60,27,7,93,f,moderate,3.18
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,75,18,45,84,f,strict,1.57
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,65,13,51,98,f,moderate,8.18
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,85,3,2,100,f,moderate,0.42
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Shared room,2,1,1,60,9,2,100,t,moderate,0.4
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,90,20,13,90,f,strict,0.31
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,89,5,311,96,f,strict,3.99
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,89,8,42,99,f,moderate,3.95
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,90,0,4,90,f,moderate,0.34
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,3,1,2,110,15,39,94,f,moderate,5.39
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,100,0,1,100,f,flexible,1
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,100,0,1,100,f,moderate,0.31
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,4,1,2,110,4,2,90,f,moderate,0.42
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,55,0,3,100,f,moderate,3
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,71,13,16,98,f,flexible,4.75
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,3,1,2,105,10,2,100,f,flexible,2
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,99,14,61,95,f,strict,4.2
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,75,8,20,99,f,strict,4.03
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,6,1,2,60,0,2,80,f,moderate,0.56
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,90,1,2,80,f,flexible,1.22
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,4,1,1,80,11,26,94,f,strict,0.69
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,68,20,2,100,f,moderate,2
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,3,105,0,1,91,f,strict,0.03
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,79,7,2,90,f,strict,0.43
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,99,3,52,95,f,moderate,3.59
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,6,1,4,140,13,142,95,f,strict,3.66
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,100,29,13,87,t,strict,0.44
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,3,1,1,75,4,24,85,t,moderate,0.76
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,129,9,2,100,f,flexible,0.42
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,79,22,5,96,f,flexible,0.86
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,68,18,24,83,f,strict,1.89
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,79,0,208,94,t,strict,4.4
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,1,1,1,99,30,26,95,f,moderate,0.43
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,2,105,2,21,92,f,strict,2.25
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,95,6,16,96,t,moderate,4.75
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,85,23,24,93,f,moderate,0.67
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,70,19,28,92,f,moderate,5.19
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,1,1,1,69,0,8,100,f,moderate,0.44
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,79,15,10,89,f,flexible,7.32
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,95,4,3,93,f,moderate,0.63
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,118,7,9,100,t,moderate,6.59
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,130,16,32,99,f,moderate,2.31
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,129,30,2,100,f,flexible,0.59
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,1,1,1,78,28,4,100,f,moderate,0.58
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,4,1,1,75,18,6,90,t,flexible,3.27
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,1,140,16,12,98,t,strict,2.34
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,50,30,3,50,f,strict,1.2
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,2,150,21,3,90,f,strict,1.36
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,2,150,22,4,90,f,moderate,0.79
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,120,30,1,100,f,flexible,0.24
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,2,119,14,4,95,f,moderate,4
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,79,11,9,93,t,strict,2.67
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,4,1,1,62,23,1,100,f,flexible,1
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,4,1,1,60,0,1,100,f,flexible,0.28
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,68,0,43,96,f,flexible,2.31
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,2,95,0,4,100,f,moderate,0.85
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,69,28,16,83,f,moderate,0.38
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,50,11,1,80,f,moderate,1
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,200,30,2,100,f,flexible,0.58
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,3,100,14,3,93,f,moderate,1.96
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,2,1,1,110,24,15,84,f,flexible,1.74
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Shared room,2,1,1,80,30,1,100,f,strict,0.45
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,120,30,10,91,t,strict,0.36
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,1,1,1,65,0,3,73,t,flexible,3
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,2,175,26,29,99,f,strict,2.45
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,3,1,1,85,5,1,100,f,moderate,1
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,4,1,1,125,0,42,100,f,flexible,1.28
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,95,27,17,95,f,flexible,2.06
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,110,17,2,100,f,flexible,0.19
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,3,1,1,200,30,3,100,f,flexible,0.25
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,64,5,1,100,f,flexible,0.09
"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,2,1,1,130,0,2,80,f,flexible,1.76
